Jeremy Stirling,"Aaron Colbon pass complete to Maxime Mireault for 18 yards to the CAR1,  (Jeremy Stirling).",TACKLER_ONE
K.Gyamfi-Adusei,K.Gyamfi-Adusei rush for 6 yards to the CAR51 (Rob Griffiths).,RUSHER
A.Jeff Thompson,Aaron Colbon pass complete to Matt Bond for 7 yards to the OTT32 (A.Jeff Thompson).,TACKLER_ONE
Kieth Graham,"Jesse Mills pass complete to Kieth Graham for 26 yards to the OTT53 (Matt Bond), PENALTY CAR holding 10 yards to the CAR21, NO PLAY.",RECEIVER
Taras Potopilnyj,Yannick Harou rush for 9 yards to the WIN28 (Taras Potopilnyj,TACKLER_ONE
17,"Casey Wright pass incomplete to 17, PENALTY WES roughing 15 yards to the WIN51, .",RECEIVER
Jack Frimeth,Jack Frimeth rush for 3 yards to the WIN52 (Andrew Bakos).,RUSHER
Sabdeep Sidhu,Anthony Coombs rush for 4 yards to the MAN37 (Sabdeep Sidhu).,TACKLER_ONE
Dominik Bundschuh,"Carson Williams pass incomplete to Dominik Bundschuh, PENALTY MAN pass interference (Brett MacFarlane) 15 yards to the MAN39, NO PLAY.",RECEIVER
Brydon Cotter,"Carson Williams pass incomplete to David Scott, PENALTY UBC face mask (Brydon Cotter) 15 yards to the MAN52, NO PLAY.",TACKLER_ONE
Philippe Gagnon,"Antoine Leduc pass intercepted by Mikael Charland at the CON24, Mikael Charland return 23 yards to the CON47 (Philippe Gagnon).",TACKLER_ONE
Arnaud Gautier,"Boris Bede kickoff 61 yards to the CON4, Leon Budhram return 21 yards to the CON25 (Arnaud Gautier).",TACKLER_ONE
Olivier Turcotte,Olivier Turcotte pass complete to Christ. Normand for 6 yards to the CON24 (N. Arsenault-H.,PASSER
Ch. Remy-Sarr.,Olivier Dupont rush for 4 yards to the CON21 (Ch. Remy-Sarr.).,TACKLER_ONE
R Xie,"Eric Hewitson kickoff 31 yards to the YRK34, Connor Anderson return 1 yards to the YRK35 (R Xie).",TACKLER_ONE
Dylan Hines,"Dylan Hines rush for 1 yard to the ACA48,  (Matt Lalande).",RUSHER
Greg McDonald,Michael Dawes rush for 2 yards to the SMU38 (Greg McDonald,TACKLER_ONE
Gary Graham,Dylan Hines rush for no gain to the SMU34 (Gary Graham).,TACKLER_ONE
Chris Szybunka,Michael Dawes rush for 2 yards to the SMU47 (Chris Szybunka,TACKLER_ONE
Kyle Whalen,Evan Brown pass incomplete to Tristan Hercules (Kyle Whalen).,TACKLER_ONE
Vince Lonsdale,C. Battistell rush for 3 yards to the CAR53 (Vince Lonsdale).,TACKLER_ONE
Shaquille Munroe,"Nathaniel Behar rush for 13 yards to the GUE42,  (Shaquille Munroe).",TACKLER_ONE
Joshua Tait,"Dillon Wamsley kickoff 55 yards to the WAT10, Danny Silvestri return 10 yards to the WAT20 (Joshua Tait), PENALTY QUE unsportsmanlike conduct 15 yards to the WAT35, 1st and 10, .",TACKLER_ONE
Jack Cornett,Brian Chris pass incomplete to Nick Anapolsky (Jack Cornett).,TACKLER_ONE
NICK LAUDER,"Hayden Peters kickoff 45 yards to the MTA20, NICK LAUDER return 10 yards to the MTA30 (Justin Holland).",RETURNER
KYLE MCLEAN,"KYLE MCLEAN punt 32 yards to the SFX48, out-of-bounds.",KICKER
KWAME ADJEI,Tivon Cook pass incomplete to Devon Bailey (KWAME ADJEI).,TACKLER_ONE
JORDAN BOTEL,JORDAN BOTEL rush for 8 yards to the MTA43 (Hugo Rajotte,RUSHER
STU MOORE,"Brandon Leyh pass complete to STU MOORE for 1 yard to the MTA44 (Hayden Peters), PENALTY SFX UR 15 yards to the SFX51, .",RECEIVER
RODREKE JOSEPH,"Brandon Leyh pass complete to RODREKE JOSEPH for 10 yards to the SFX38,  (Hugo Rajotte).",RECEIVER
JOSH BLANCHARD,Brandon Leyh pass incomplete to JOSH BLANCHARD.,RECEIVER
MATT ROSE,"MATT ROSE rush for 13 yards to the SFX1,  (Justin Holland).",RUSHER
DEVANTE SAMPSON,Tivon Cook pass incomplete to Randy Roseway (DEVANTE SAMPSON).,TACKLER_ONE
MICHAEL BOHAN,"Hayden Peters punt 26 yards to the SFX47, MICHAEL BOHAN return 4 yards to the SFX43, out-of-bounds.",RETURNER
EMMANUEL MUSANG,EMMANUEL MUSANG rush for 1 yard to the SFX6 (Hugo Rajotte).,RUSHER
KYLE HORSMAN,"MATT ROSE kickoff 45 yards to the SFX20, Alex O'Reilly return 10 yards to the SFX30 (KYLE HORSMAN).",TACKLER_ONE
JESSE MYERS,"KYLE MCLEAN kickoff 44 yards to the SFX35, Donald Tabor return 7 yards to the SFX42 (JESSE MYERS).",TACKLER_ONE
TE NGUYEN,Tivon Cook pass incomplete to Donald Tabor (TE NGUYEN).,TACKLER_ONE
D. SAUNDERS,Tivon Cook pass complete to Devon Bailey for 5 yards to the SFX40 (D. SAUNDERS,TACKLER_ONE
Paulo Edwards,Brandon Leyh pass incomplete to RODREKE JOSEPH (Paulo Edwards).,TACKLER_ONE
D SAUNDERS,"Hayden Peters punt 43 yards to the MTA22, D SAUNDERS return 4 yards to the MTA26 (James Menzies).",RETURNER
BRANDON MAJ,"Brandon Leyh pass complete to BRANDON MAJ for 16 yards to the SFX19, out-of-bounds (Hugo Rajotte).",RECEIVER
JAKE DEWOLFE,Ashton Dickson rush for 3 yards to the MTA48 (JAKE DEWOLFE).,TACKLER_ONE
JIMMY SCHEEL,"John Shields rush for 8 yards to the SFX50,  (JIMMY SCHEEL",TACKLER_ONE
Ryan Gallagher,"Tyler Crapigna kickoff 70 yards to the WLU-5, Marcus Arkarakas return 21 yards to the WLU16 (Ryan Gallagher).",TACKLER_ONE
Michael Brown,Greg Nyhof sacked for -15 yards to the WLU15 (Michael Brown).,TACKLER_ONE
Jamie Holobow,Michael Dawes rush for 7 yards to the SMU42 (Jamie Holobow).,TACKLER_ONE
Drew Digout,PENALTY SKH illegal procedure (Drew Digout) 5 yards to the MAN52.,TACKLER_ONE
Bobby Martell,"Thomas Troop rush for -2 yards to the ACA53 (Bobby Martell), Ryan Begin punt 34 yards to the SFX23, Randy Roseway return 0 yards to the SFX23 (Ricardo Martins).",TACKLER_ONE
Kurtis Pankow,Thomas Troop rush for 3 yards to the ACA40 (Kurtis Pankow,TACKLER_ONE
Ricardo Martins,"Ryan Begin punt 29 yards to the SFX41, James Menzies return 9 yards to the SFX50 (Ricardo Martins), PENALTY ACA no yards declined.",TACKLER_ONE
K. Gyamfi-Aduse,K. Gyamfi-Aduse rush for 2 yards to the CAR24 (Jason Richardson).,RUSHER
K Gyamfi-Aduse,Nick Gorgichuk pass incomplete to K Gyamfi-Aduse.,RECEIVER
Doug,"Jacob Scafone kickoff 64 yards to the QUE1, Corby,Doug return 13 yards to the QUE14 (Ryan Nieuwesteeg",RETURNER
Macdonell,"Billy McPhee pass complete to Macdonell,Scott for 27 yards to the GUE27,  (Mackenzie Myers).",RECEIVER
Alex Charete,"Dillon Wamsley kickoff 44 yards to the GUE6, Alex Charete return 15 yards to the GUE21 (Aaron Dowd).",RETURNER
Daniek Ferraro,"Daniek Ferraro punt 38 yards to the QUE52, Corby,Doug return 12 yards to the GUE46 (Jacob Harpell).",KICKER
Carroll,"Billy McPhee pass incomplete to Carroll,Alex.",RECEIVER
Corby,"Billy McPhee pass complete to Corby,Doug for 7 yards to the GUE48 (Curtis Newton).",RECEIVER
Daniel,"Heslop,Daniel rush for -1 yard to the QUE49 (TEAM).",RUSHER
Jadon Johnson,"Heslop,Daniel rush for 25 yards to the GUE25,  (Jadon Johnson",TACKLER_ONE
Alex,"Daniek Ferraro punt 21 yards to the GUE37, Carroll,Alex return 9 yards to the GUE28 (Iain Hutchison).",RETURNER
Heslop,"Billy McPhee pass incomplete to Heslop,Daniel.",RECEIVER
Hannon,"Billy McPhee pass complete to Hannon,Peter for 13 yards to the GUE24,  (Tristan Doughlin).",RECEIVER
CJ Smith,"Cam Smith punt 39 yards to the TOR35, Kevin Bradfield return 5 yards to the TOR40 (CJ Smith",TACKLER_ONE
N Riley-Grant,"Jordan Heather pass intercepted by N Riley-Grant at the CON16, N Riley-Grant return 46 yards to the BIS48 (Jerome Mercier), PENALTY BIS UR - face mask 15 yards to the BIS33, 1st and 10, .",INTERCEPTER
Nicolas Turcotte,Matthew Burke rush for 5 yards to the BIS26 (Nicolas Turcotte).,TACKLER_ONE
L-C. Lafontaine," 10:24, Pierre-Luc Dussault sacked for -2 yards to the MCG53 (L-C. Lafontaine).",TACKLER_ONE
Junior BienAime," 04:58, Gabriel Cousineau at QB forMON, Junior BienAime rush for 6 yards to the MCG40 (El-Hadj N'Doye).",RUSHER
Robert Ravensbergen," 02:31, Nicolas Lafond at QB forMON, Junior BienAime rush for 12 yards to the MCG38 (Robert Ravensbergen",TACKLER_ONE
Dmytro Povalyaev," 02:18, Junior BienAime rush for 1 yard to the MON51 (Dmytro Povalyaev).",TACKLER_ONE
16,Myles Gibbon pass incomplete to 16.,RECEIVER
Ryan Farr,"Myles Gibbon pass intercepted by Jesse McNair at the WES31, Jesse McNair return 22 yards to the WES53 (Ryan Farr), PENALTY WES IB 15 yards to the WES38, 1st and 10, .",TACKLER_ONE
J. Lanceleve,Kevin Wiens sacked for -5 yards to the ALB01 (J. Lanceleve).,TACKLER_ONE
Branden Fithen,"Miguel Barker punt 40 yards to the ALB51, Branden Fithen return 48 yards to the ALB03, out-of-bounds.",RETURNER
Brendan Hodgson,Michael Ben O'Connor pass complete to Branden Fithen for 6 yards to the ALB42 (Brendan Hodgson).,TACKLER_ONE
Efe Ogolo,"Brandon Deschamps rush for 5 yards to the UBC46 (Efe Ogolo), PENALTY UBC clipping 15 yards to the UBC31.",TACKLER_ONE
Ray Calderwood,"Stephen Fabian punt 26 yards to the UBC30, Ray Calderwood return 8 yards to the UBC38 (David Beard",RETURNER
Andrew Darcovich,"Greg Bowcott pass incomplete to Andrew Darcovich, PENALTY ALB pass interference 15 yards to the ALB20, NO PLAY.",RECEIVER
Greg Buffie,"Stephen Fabian punt 20 yards to the UBC42, Ray Calderwood return 4 yards to the ALB54 (Greg Buffie",TACKLER_ONE
Gord Randall,"Gord Randall kickoff 30 yards to the CGY35, Austin Anderson return 0 yards to the CGY35 (Mark McCutcheon).",KICKER
Chris MacPhie,"Quinn Van Gylswyk pass complete to Chris MacPhie for 9 yards to the CGY47,  (Zach Jenkins).",RECEIVER
Patrick Zakher,"Mathieu Hebert kickoff 47 yards to the CON28, Patrick Zakher return 2 yards to the CON30 (Wil R.-Langlais).",RETURNER
Quin Smith,Isaac Lauzon rush for -4 yards to the SHE45 (Quin Smith).,TACKLER_ONE
Kyle Sovie,Dave Sabourin rush for 8 yards to the SMU28 (Kyle Sovie).,TACKLER_ONE
21,"Brandon Leyh pass complete to Josh Blanchard for 14 yards to the ACA48 (21), PENALTY MTA IB declined, PENALTY MTA holding 10 yards to the MTA38, NO PLAY.",TACKLER_ONE
Nathan Conway,Emmanuel Musangu rush for 3 yards to the ACA16 (Nathan Conway).,TACKLER_ONE
Pierre-Nicolas Konan,"Ryon McCalla rush for 1 yard to the MCG25,  (Pierre-Nicolas Konan).",TACKLER_ONE
T Hilderman,"Cayman Shutter pass intercepted by T Hilderman at the SKH41, T Hilderman return 26 yards to the REG43 (Rory Copithorn).",INTERCEPTER
T. Hilderman,"Cayman Shutter pass complete to Jared Janotta for 12 yards to the SKH43,  (T. Hilderman).",TACKLER_ONE
Ben Lane,"D.Kolodzinski kickoff 37 yards to the REG28, Ben Lane return 9 yards to the REG37 (Zach Hart).",RETURNER
Andrew Kuski,"John Kiesman pass complete to Andrew Kuski for 20 yards to the REG40,  (Blake Lawrence",RECEIVER
Ben Graunke,"Ben Graunke rush for no gain to the REG45 (Ben Rush), PENALTY SKH face mask 15 yards to the SKH50, .",RUSHER
Tyler Lewis,"Anthony Coombs rush for 16 yards to the MAN47,  (Tyler Lewis).",TACKLER_ONE
Pacome Matulu,"Nick Boyd kickoff 65 yards to the ALB0, Joel Mukendi return 17 yards to the ALB17 (Pacome Matulu).",TACKLER_ONE
Cole Samson,"Cole Samson kickoff 56 yards to the ALB9, Dillon Prince return 16 yards to the ALB25 (Corey Edington",KICKER
Dillon Prince,"Cole Samson kickoff 56 yards to the ALB9, Dillon Prince return 16 yards to the ALB25 (Corey Edington",RETURNER
Luke Thiel,"Stephen Fabian punt 35 yards to the SKH30, Luke Thiel return 5 yards to the SKH35 (Lane Dell).",RETURNER
Lane Dell,"Stephen Fabian punt 35 yards to the SKH30, Luke Thiel return 5 yards to the SKH35 (Lane Dell).",TACKLER_ONE
Brent Krawchuk,"Drew Burko pass complete to Kit Hillis for 13 yards to the ALB48,  (Brent Krawchuk).",TACKLER_ONE
Duncan Morris,"Drew Burko rush for 2 yards to the ALB20,  (Duncan Morris",TACKLER_ONE
Braeden George,Drew Burko pass incomplete to Braeden George (Tom Greenslade).,RECEIVER
Trevor Fiell,PENALTY ALB illegal procedure (Trevor Fiell) 5 yards to the ALB30.,TACKLER_ONE
Randon Ralph,"Jeremy Andrew rush for 22 yards to the ALB27,  (Randon Ralph).",TACKLER_ONE
Brandon Stewart,Joel Mukendi rush for -1 yard to the ALB7 (Brandon Stewart).,TACKLER_ONE
Bryce McCall,"Curtis Dell pass complete to Dillon Prince for 15 yards to the SKH48,  (Bryce McCall).",TACKLER_ONE
Casey Sherwood,"Curtis Dell pass complete to Casey Sherwood for 9 yards to the ALB49,  (R. Zacharias).",RECEIVER
Brennan Van Nistelrooy,"Drew Burko pass complete to Braeden George for 12 yards to the ALB43,  (Brennan Van Nistelrooy).",TACKLER_ONE
Levi Steinhauer,Joel Mukendi rush for 5 yards to the ALB18 (Levi Steinhauer).,TACKLER_ONE
Franklin Marion,"Stephen Fabian punt 38 yards to the SKH52, Luke Thiel return 10 yards to the ALB48 (Franklin Marion).",TACKLER_ONE
Jacques Geyer,"D.Kolodzinski punt 43 yards to the ALB36, Dillon Prince return 9 yards to the ALB45 (Jacques Geyer).",TACKLER_ONE
Devin Logan,Devin Logan rush for 5 yards to the SKH12 (Clayton Vis).,RUSHER
Clayton Vis,Devin Logan rush for 5 yards to the SKH12 (Clayton Vis).,TACKLER_ONE
C Gottenbos,Drew Burko pass incomplete to C Gottenbos.,RECEIVER
Chase Bradshaw,"Chase Bradshaw pass complete to Jahlani Gilbert-Knorren for 19 yards to the SKH30, .",PASSER
Dylan Wright,Joel Mukendi rush for 2 yards to the ALB22 (Dylan Wright).,TACKLER_ONE
Drew Bexon,Drew Bexon rush for no gain to the ALB22 (Clayton Vis).,RUSHER
Fred. L-Simard,"Fred. L-Simard rush for -2 yards to the CON34, fumble by Fred. L-Simard recovered by CON Matthew Gulakow at CON34.",RUSHER
Mike Donnelly,"Mike Donnelly rush for 2 yards to the BIS31 (Theo Thompson), PENALTY BIS IP 5 yards to the BIS28, NO PLAY.",RUSHER
M. Scheurwater,"M. Scheurwater punt 36 yards to the BIS54, Alexander Fox return 16 yards to the CON40 (Jean-S. Bolduc).",KICKER
Jean-S. Bolduc,"M. Scheurwater punt 36 yards to the BIS54, Alexander Fox return 16 yards to the CON40 (Jean-S. Bolduc).",TACKLER_ONE
David Haddrall,"Jordan Heather pass complete to David Haddrall for 16 yards to the CON24,  (Trevor Ruffner).",RECEIVER
Jeff Ginn,"Mathieu Paquette kickoff 35 yards to the CON30, Jeff Ginn return 11 yards to the CON41 (Jeff Rogers",RETURNER
M Scheurwater,"Reid Quest pass incomplete to M Scheurwater, PENALTY BIS roughing 15 yards to the CON53, NO PLAY.",RECEIVER
Nathan Taylor,"Jordan Heather pass incomplete to Alexander Fox (Nathan Taylor), PENALTY CON pass interference 15 yards to the CON52, NO PLAY.",TACKLER_ONE
Chris Walcott,"Jordan Heather pass complete to Alexander Fox for 16 yards to the CON36,  (Chris Walcott).",TACKLER_ONE
Matthew Gulakow,"M. Scheurwater punt 32 yards to the BIS40, Alexander Fox return 17 yards to the CON53 (Matthew Gulakow).",TACKLER_ONE
Sanc. Deschamps,Sanc. Deschamps rush for -7 yards to the CON50 (Ben McPherson,RUSHER
Ben McPherson,Sanc. Deschamps rush for -7 yards to the CON50 (Ben McPherson,TACKLER_ONE
Igor Vieux,"M. Scheurwater punt 39 yards to the BIS40, Alexander Fox return 6 yards to the BIS46 (Igor Vieux).",TACKLER_ONE
Marc-A. Lewis,Mathieu Paquette rush for 2 yards to the 55 yardline (Marc-A. Lewis,TACKLER_ONE
Steven McCollum,Matthew Gulakow rush for 8 yards to the BIS47 (Steven McCollum). 07:57.,TACKLER_ONE
Troy McCusker,"Troy McCusker rush for 2 yards to the BIS0, TOUCHDOWN,  05:44.",RUSHER
Kris Vaillancourt,"Jordan Heather pass complete to David Haddrall for 14 yards to the BIS29,  (Kris Vaillancourt).",TACKLER_ONE
Yan Jacques,Reid Quest sacked for -5 yards to the CON30 (Yan Jacques).,TACKLER_ONE
Nic. Djurdevic,"M. Scheurwater punt 49 yards to the BIS31, Alexander Fox return 4 yards to the BIS35 (Nic. Djurdevic).",TACKLER_ONE
Jonathan Watts,Raul Thompson rush for 5 yards to the CON9 (Jonathan Watts).,TACKLER_ONE
Elie Ngoyi,Reid Quest pass incomplete to Matthew Gulakow (Elie Ngoyi).,TACKLER_ONE
P. P-LAVlee,Ryon McCalla rush for 3 yards to the BIS31 (P. P-LAVlee).,TACKLER_ONE
Tyler Harding,"Jordan Heather pass intercepted by Nathan Taylor at the BIS53, Nathan Taylor return 14 yards to the BIS39 (Tyler Harding).",TACKLER_ONE
Thomas Moult,"Thomas Moult kickoff 63 yards to the MAN2, Nic Demski return 20 yards to the MAN22 (Ben Bahrami",KICKER
Cam Clark,"Cam Clark pass complete to Xavier Johnson for 4 yards to the MAN32, .",PASSER
Xavier Johnson,"Cam Clark pass complete to Xavier Johnson for 4 yards to the MAN32, .",RECEIVER
Kofi Kuma-Mintah,"Kienan LaFrance rush for 53 yards to the UBC25,  (Kofi Kuma-Mintah).",TACKLER_ONE
Matt Walker,Cam Clark rush for no gain to the UBC27 (Matt Walker).,TACKLER_ONE
Adam Hindley,Brandon Deschamps rush for 1 yard to the UBC7 (Adam Hindley).,TACKLER_ONE
Billy Greene,Billy Greene pass incomplete.,PASSER
Brendon Bowman,"Cam Clark pass complete to Brendon Bowman for 14 yards to the MAN53,  (Mitch Lesyk).",RECEIVER
Jake Woodson,Nic Demski rush for 6 yards to the UBC51 (Jake Woodson,TACKLER_ONE
C. Laubenstein,"Brendon Bowman punt 43 yards to the UBC8, Matt Walker return 7 yards to the UBC15 (C. Laubenstein).",TACKLER_ONE
Jordan Grieve,"Billy Greene pass incomplete to Jordan Grieve, PENALTY UBC face mask off-setting, PENALTY MAN pass interference off-setting, NO PLAY.",RECEIVER
Teague Sherman,"Lucas Spagnuolo rush for 2 yards to the MAN54 (Teague Sherman), PENALTY MAN IP defense 5 yards to the MAN51, NO PLAY.",TACKLER_ONE
Sam Adu,Sam Adu rush for 3 yards to the MAN48 (Evan Gill,RUSHER
Thomas Hall,Brandon Deschamps rush for 8 yards to the UBC51 (Thomas Hall,TACKLER_ONE
Jesse Schryver,Brandon Deschamps rush for 2 yards to the UBC42 (Jesse Schryver).,TACKLER_ONE
Taylor Souster,"Nick Boyd kickoff 52 yards to the UBC13, Taylor Souster return 12 yards to the UBC25 (Bami Adewale).",RETURNER
Eric Vincent,"Nick Boyd kickoff 56 yards to the UBC19, Taylor Souster return 19 yards to the UBC38 (Eric Vincent",TACKLER_ONE
Daniel English,"Daniel English rush for 10 yards to the UBC30,  (Ranji Atwall).",RUSHER
Geoff Piper,Nic Demski rush for 7 yards to the MAN32 (Geoff Piper).,TACKLER_ONE
Ellis-McDermid,Kienan LaFrance rush for -4 yards to the UBC32 (Ellis-McDermid).,TACKLER_ONE
William Dion,"William Dion kickoff 49 yards to the MON16, Mikael Davidson return 18 yards to the MON34 (Alexandre Branco).",KICKER
Emmanuel Theriault,Rotrand Sene rush for -1 yard to the MON33 (Emmanuel Theriault).,TACKLER_ONE
Alex Nadeau-Piuze,"Alex Nadeau-Piuze pass complete to Mikael Davidson for 46 yards to the SHE31,  (Samuel Bibeault), PENALTY SHE IP defense declined.",PASSER
Nicolas Boulay,Rotrand Sene rush for -3 yards to the SHE34 (Nicolas Boulay).,TACKLER_ONE
Charles Bauer,"Charles Bauer field goal attempt from 35 MISSED, kick to SHE-5,  12:06, Fel Bouthillier return 11 yards to the SHE6.",KICKER
Jean-M. Lemieux,"Jeremi Doyon-Roch pass complete to David Dumas-Goulet for 8 yards to the SHE43 (Jean-M. Lemieux), PENALTY SHE holding 10 yards to the SHE25, NO PLAY.",TACKLER_ONE
Patrick Chenard,Rotrand Sene rush for -2 yards to the SHE45 (Patrick Chenard).,TACKLER_ONE
Alex Fortier-Labonte,Alex Nadeau-Piuze pass complete to Alex Fortier-Labonte for 9 yards to the SHE36 (Remi-J. Funk).,RECEIVER
J-D. Chevalier,"J-D. Chevalier punt 23 yards to the SHE13, TEAM return 0 yards to the SHE13, PENALTY MON no yards 15 yards to the SHE28, 1st and 10, .",KICKER
Jon. B-Richard,Jeremi Doyon-Roch rush for -2 yards to the SHE26 (Jon. B-Richard,TACKLER_ONE
Kevin Regimbal,"Alex Nadeau-Piuze pass complete to Felix Prevost for 29 yards to the SHE52,  (Kevin Regimbal).",TACKLER_ONE
Franc. Leclerc,"Alex Nadeau-Piuze pass complete to Franc. Leclerc for 23 yards to the SHE17, out-of-bounds.",RECEIVER
O. Frechette-L.,"David Deschamps kickoff 47 yards to the SHE3, Fel Bouthillier return 23 yards to the SHE26 (O. Frechette-L.).",TACKLER_ONE
Vin. C-Gaudreau,"Jeremi Doyon-Roch pass complete to Vin. C-Gaudreau for 15 yards to the SHE44,  (Antoine Pruneau).",RECEIVER
P-M. Langevin,"Alex Nadeau-Piuze pass complete to Franc. Leclerc for 13 yards to the MON16,  (P-M. Langevin).",TACKLER_ONE
J-C. M-Phaneuf,Alex Nadeau-Piuze pass complete to J-C. M-Phaneuf for 6 yards to the 55 yardline (Alexandre Branco).,RECEIVER
Francis Lapointe,"Jeremi Doyon-Roch pass incomplete to Francis Lapointe, PENALTY MON roughing 15 yards to the MON45, NO PLAY.",RECEIVER
Jonathan Gagnon,"David Deschamps kickoff 55 yards to the SHE10, Sebastien Blanchard return 28 yards to the SHE38 (Jonathan Gagnon).",TACKLER_ONE
Simon Rivard,"William Dion punt 43 yards to the MON7, Mikael Davidson return 3 yards to the MON10 (Simon Rivard",TACKLER_ONE
V. P-Bouchard,V. P-Bouchard rush for 2 yards to the MON41 (Marc-A. Racicot).,RUSHER
Marc-A. Racicot,V. P-Bouchard rush for 2 yards to the MON41 (Marc-A. Racicot).,TACKLER_ONE
V P-Bouchard,Alex Nadeau-Piuze pass complete to V P-Bouchard for 5 yards to the SHE41 (Alexandre Branco).,RECEIVER
Y. Bissonnette,"J-D. Chevalier punt 36 yards to the SHE48, Fel Bouthillier return 2 yards to the SHE50 (Y. Bissonnette).",TACKLER_ONE
Chris Bodnar,"Chris Bodnar kickoff 59 yards to the CGY6, Elie Bouka return 74 yards to the REG30 (Brady Aulie), PENALTY CGY IB 10 yards to the REG40, 1st and 10, .",KICKER
Daniel Knaus,"Eric Dzwilewski pass complete to Jake Harty for 13 yards to the REG27,  (Daniel Knaus).",TACKLER_ONE
Jamir Walker,"Eric Dzwilewski pass complete to Jake Harty for 12 yards to the REG15,  (Jamir Walker).",TACKLER_ONE
Stefan Charles,Eric Dzwilewski sacked for -1 yard to the REG16 (Stefan Charles).,TACKLER_ONE
Marc Mueller,Marc Mueller pass complete to Mark McConkey for 7 yards to the REG42 (John Kadiebwe).,PASSER
John Kadiebwe,Marc Mueller pass complete to Mark McConkey for 7 yards to the REG42 (John Kadiebwe).,TACKLER_ONE
Linden Gaydosh,Dillon Dawson rush for 2 yards to the REG44 (Linden Gaydosh).,TACKLER_ONE
Richard Snyder,"Eric Dzwilewski pass complete to Richard Snyder for 16 yards to the REG11 (Daniel Knaus), PENALTY CGY holding 10 yards to the REG21.",RECEIVER
Steven Lumbala,Eric Dzwilewski pass complete to Steven Lumbala for 8 yards to the REG13 (Alex Meldrum).,RECEIVER
Alex Meldrum,Eric Dzwilewski pass complete to Steven Lumbala for 8 yards to the REG13 (Alex Meldrum).,TACKLER_ONE
Chris Sciog,"Eric Dzwilewski pass complete to Steven Lumbala for 12 yards to the REG1,  (Chris Sciog).",TACKLER_ONE
Tye Noble,Marc Mueller pass complete to Mark McConkey for 9 yards to the REG40 (Tye Noble,TACKLER_ONE
Jordan Verdone,"Dillon Dawson rush for 3 yards to the REG43,  (Jordan Verdone",TACKLER_ONE
Ian Miller,"Johnny Mark punt 46 yards to the REG26, Ian Miller return 8 yards to the REG34 (Jamahl Knowles).",RETURNER
Jamahl Knowles,"Johnny Mark punt 46 yards to the REG26, Ian Miller return 8 yards to the REG34 (Jamahl Knowles).",TACKLER_ONE
Mark Coons,Mark Coons rush for 4 yards to the REG38 (Cory Roboch).,RUSHER
Jason Price,Marc Mueller pass incomplete to Jason Price.,RECEIVER
Benton Gieni,Steven Lumbala rush for 3 yards to the CGY43 (Benton Gieni).,TACKLER_ONE
Taylor Nill,Eric Dzwilewski pass incomplete to Taylor Nill.,RECEIVER
Mike Edem,Marc Mueller pass complete to Ian Miller for 5 yards to the REG14 (Mike Edem,TACKLER_ONE
Kirby Kezama,"Chris Bodnar punt 37 yards to the REG51, Jake Harty return -4 yards to the 55 yardline (Kirby Kezama",TACKLER_ONE
Wyatt Getty,"Johnny Mark kickoff 54 yards to the REG11, Brady Aulie return 7 yards to the REG18 (Wyatt Getty).",TACKLER_ONE
Cody Johnstone,Eric Dzwilewski rush for 2 yards to the 55 yardline (Cody Johnstone).,TACKLER_ONE
Jay Smith,"Marc Mueller pass complete to Jay Smith for 18 yards to the CGY29,  (Jordan Verdone).",RECEIVER
Adam Osterling,Eric Dzwilewski pass complete to Adam Osterling for 8 yards to the CGY16 (Justin Edralin).,RECEIVER
Zach Gorski,"Chris Bodnar kickoff 55 yards to the CGY10, Jake Harty return 21 yards to the CGY31 (Zach Gorski).",TACKLER_ONE
Steve Famulak,Eric Dzwilewski rush for 5 yards to the CGY54 (Steve Famulak).,TACKLER_ONE
Michael Klassen,Michael Kiapway rush for -2 yards to the REG33 (Michael Klassen).,TACKLER_ONE
Byron Roberts,"Marc Mueller sacked for no gain to the REG18 (Byron Roberts), PENALTY REG unnecessary roughness 15 yards to the REG3.",TACKLER_ONE
J-S. Haidara,Tristan Grenon pass incomplete to J-S. Haidara.,RECEIVER
A. Gascon-Nadon,Luis Guimont-Mota rush for -7 yards to the MCG48 (A. Gascon-Nadon).,TACKLER_ONE
Frederic Plesius,Dallon Kuprowski pass complete to Yannick Langelier-Vanasse for 7 yards to the 55 yardline (Frederic Plesius,TACKLER_ONE
Tomas Silva,"Tomas Silva punt 32 yards to the LAV23, Guillaume Rioux return 5 yards to the LAV28 (Joffrey B-Gorin).",KICKER
Joffrey B-Gorin,"Tomas Silva punt 32 yards to the LAV23, Guillaume Rioux return 5 yards to the LAV28 (Joffrey B-Gorin).",TACKLER_ONE
Shaquille Johnson,"Dallon Kuprowski pass complete to Shaquille Johnson for 16 yards to the LAV36,  (J.P. Bolduc).",RECEIVER
J.P. Bolduc,"Dallon Kuprowski pass complete to Shaquille Johnson for 16 yards to the LAV36,  (J.P. Bolduc).",TACKLER_ONE
T. Lavin-Brown,Maxime Boutin rush for 6 yards to the LAV41 (T. Lavin-Brown,TACKLER_ONE
Sean Murphy,Sean Murphy rush for -1 yard to the LAV11 (Mathieu Masseau,RUSHER
Mathieu Guérette,Dallon Kuprowski pass incomplete to Mathieu Guérette (Frederic Plesius).,RECEIVER
